case_id,depth_file,velocity_file,h_peak_ext,h_peak_int,dur_h010cm_min,dur_h020cm_min,dur_h030cm_min,dur_h040cm_min,dur_h050cm_min,dur_h060cm_min,dur_h070cm_min,dur_h080cm_min,dur_h090cm_min,dur_h100cm_min,dur_h110cm_min,dur_h120cm_min,dur_h130cm_min,dur_h140cm_min,dur_h150cm_min
18,depth_018.csv,velocity_018.csv,0.6328,0.68,4485.0,3371.0,2598.0,1977.0,1572.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,depth_019.csv,velocity_019.csv,0.253,0.2432,1666.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,depth_020.csv,velocity_020.csv,0.1729,0.0307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,depth_021.csv,velocity_021.csv,1.5007,0.5457,107.0,102.0,97.0,32.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,depth_022.csv,velocity_022.csv,0.4214,0.2219,230.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,depth_023.csv,velocity_023.csv,0.5193,0.2217,125.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,depth_024.csv,velocity_024.csv,0.172,0.1741,9365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,depth_025.csv,velocity_025.csv,0.3319,0.3376,3234.0,1877.0,737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,depth_026.csv,velocity_026.csv,0.543,0.6028,1757.0,1260.0,933.0,534.0,397.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,depth_027.csv,velocity_027.csv,0.211,0.2127,2586.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,depth_028.csv,velocity_028.csv,0.6625,0.6387,342.0,331.0,305.0,91.0,60.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,depth_029.csv,velocity_029.csv,0.319,0.3202,8034.0,4274.0,1303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,depth_030.csv,velocity_030.csv,0.402,0.1751,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,depth_031.csv,velocity_031.csv,0.3178,0.0814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,depth_032.csv,velocity_032.csv,2.0059,2.169,1390.0,1135.0,870.0,561.0,504.0,458.0,417.0,378.0,347.0,317.0,290.0,265.0,241.0,217.0,194.0
33,depth_033.csv,velocity_033.csv,0.495,0.5285,1157.0,815.0,524.0,175.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,depth_034.csv,velocity_034.csv,0.226,0.2153,1327.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,depth_035.csv,velocity_035.csv,0.9251,0.9906,741.0,707.0,468.0,226.0,193.0,161.0,129.0,97.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
36,depth_036.csv,velocity_036.csv,0.2,0.1831,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,depth_037.csv,velocity_037.csv,0.5846,0.5942,3538.0,2427.0,1841.0,1199.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,depth_038.csv,velocity_038.csv,0.115,0.0676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,depth_039.csv,velocity_039.csv,0.185,0.1869,1955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,depth_040.csv,velocity_040.csv,0.579,0.3147,146.0,136.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,depth_041.csv,velocity_041.csv,0.87,0.8978,488.0,478.0,387.0,165.0,136.0,108.0,78.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,depth_042.csv,velocity_042.csv,0.5688,0.4661,266.0,255.0,243.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,depth_043.csv,velocity_043.csv,0.4577,0.1193,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,depth_044.csv,velocity_044.csv,0.3984,0.1525,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,depth_045.csv,velocity_045.csv,0.1645,0.0136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,depth_046.csv,velocity_046.csv,0.2909,0.1235,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,depth_047.csv,velocity_047.csv,0.354,0.2069,864.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,depth_048.csv,velocity_048.csv,1.105,1.1334,2073.0,1682.0,1352.0,947.0,823.0,712.0,604.0,497.0,396.0,288.0,159.0,0.0,0.0,0.0,0.0
49,depth_049.csv,velocity_049.csv,0.647,0.3138,139.0,130.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,depth_050.csv,velocity_050.csv,0.1325,0.0119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,depth_051.csv,velocity_051.csv,0.638,0.6441,6600.0,4594.0,3417.0,2514.0,1702.0,806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,depth_052.csv,velocity_052.csv,0.375,0.3063,1761.0,964.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,depth_053.csv,velocity_053.csv,0.3008,0.0342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,depth_054.csv,velocity_054.csv,0.7909,0.7998,1339.0,1008.0,728.0,395.0,317.0,245.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,depth_055.csv,velocity_055.csv,1.0812,0.754,195.0,187.0,180.0,76.0,57.0,39.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,depth_056.csv,velocity_056.csv,1.003,0.464,127.0,120.0,114.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,depth_057.csv,velocity_057.csv,0.2654,0.0926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,depth_058.csv,velocity_058.csv,0.397,0.3556,1917.0,1210.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,depth_059.csv,velocity_059.csv,0.6405,0.594,334.0,324.0,284.0,73.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,depth_060.csv,velocity_060.csv,1.0384,1.0867,764.0,748.0,510.0,267.0,235.0,203.0,173.0,143.0,112.0,75.0,0.0,0.0,0.0,0.0,0.0
61,depth_061.csv,velocity_061.csv,0.349,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,depth_062.csv,velocity_062.csv,0.4348,0.3329,297.0,285.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,depth_063.csv,velocity_063.csv,0.2166,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,depth_064.csv,velocity_064.csv,0.2036,0.1117,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,depth_065.csv,velocity_065.csv,0.92,0.9285,10038.0,7714.0,6241.0,5214.0,4321.0,3479.0,2681.0,1864.0,854.0,0.0,0.0,0.0,0.0,0.0,0.0
66,depth_066.csv,velocity_066.csv,1.383,1.3749,402.0,392.0,383.0,200.0,180.0,161.0,142.0,123.0,106.0,88.0,71.0,51.0,28.0,0.0,0.0
67,depth_067.csv,velocity_067.csv,0.4739,0.4937,953.0,642.0,384.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,depth_068.csv,velocity_068.csv,1.0608,1.0753,1804.0,1440.0,1132.0,756.0,653.0,561.0,474.0,384.0,294.0,184.0,0.0,0.0,0.0,0.0,0.0
69,depth_069.csv,velocity_069.csv,0.6559,0.6686,7348.0,5160.0,3809.0,2861.0,1998.0,1088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,depth_070.csv,velocity_070.csv,0.3027,0.0205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,depth_071.csv,velocity_071.csv,0.6558,0.6603,526.0,515.0,371.0,135.0,98.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,depth_072.csv,velocity_072.csv,1.5845,1.6635,8748.0,6985.0,6092.0,5249.0,4672.0,4145.0,3686.0,3277.0,2904.0,2556.0,2227.0,1911.0,1599.0,1283.0,948.0
73,depth_073.csv,velocity_073.csv,0.487,0.505,1980.0,1333.0,957.0,494.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,depth_074.csv,velocity_074.csv,1.617,1.7001,16532.0,13344.0,11583.0,10259.0,9175.0,8226.0,7395.0,6647.0,5960.0,5316.0,4701.0,4104.0,3513.0,2909.0,2269.0
75,depth_075.csv,velocity_075.csv,0.07,0.0611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,depth_076.csv,velocity_076.csv,0.9253,0.9423,9627.0,6978.0,5551.0,4422.0,3537.0,2738.0,2019.0,1337.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0
77,depth_077.csv,velocity_077.csv,0.5334,0.2129,112.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,depth_078.csv,velocity_078.csv,0.4,0.263,1082.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,depth_079.csv,velocity_079.csv,0.536,0.581,11911.0,8026.0,5595.0,3642.0,2179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,depth_080.csv,velocity_080.csv,0.113,0.1032,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,depth_081.csv,velocity_081.csv,0.4237,0.4391,1450.0,904.0,563.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,depth_082.csv,velocity_082.csv,0.6517,0.4095,148.0,138.0,129.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,depth_083.csv,velocity_083.csv,1.5148,1.3414,304.0,295.0,288.0,162.0,145.0,127.0,112.0,95.0,80.0,65.0,50.0,34.0,14.0,0.0,0.0
84,depth_084.csv,velocity_084.csv,0.339,0.3415,6718.0,3653.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,depth_085.csv,velocity_085.csv,0.2729,0.2885,4020.0,1876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,depth_086.csv,velocity_086.csv,0.3412,0.0328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,depth_087.csv,velocity_087.csv,0.9925,1.0416,1048.0,842.0,590.0,312.0,266.0,224.0,184.0,145.0,105.0,54.0,0.0,0.0,0.0,0.0,0.0
88,depth_088.csv,velocity_088.csv,0.64,0.7031,1417.0,1073.0,779.0,427.0,335.0,236.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,depth_089.csv,velocity_089.csv,0.3344,0.0402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,depth_090.csv,velocity_090.csv,0.7349,0.7878,1879.0,1489.0,1160.0,756.0,626.0,476.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,depth_091.csv,velocity_091.csv,0.5379,0.5739,13558.0,9195.0,6435.0,4213.0,2462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,depth_092.csv,velocity_092.csv,1.0338,0.7769,249.0,240.0,232.0,88.0,68.0,47.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,depth_093.csv,velocity_093.csv,0.2948,0.0393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,depth_094.csv,velocity_094.csv,0.3901,0.0475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,depth_095.csv,velocity_095.csv,0.372,0.0594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,depth_096.csv,velocity_096.csv,0.1668,0.0463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,depth_097.csv,velocity_097.csv,0.624,0.6528,9375.0,6381.0,4563.0,3339.0,2255.0,1123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,depth_098.csv,velocity_098.csv,0.6077,0.3527,154.0,144.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,depth_099.csv,velocity_099.csv,0.5017,0.4852,507.0,495.0,297.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,depth_100.csv,velocity_100.csv,0.419,0.4511,11114.0,6982.0,4315.0,1951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
